name	2016-05-20	2016-05-21	2016-05-22	2016-05-23	2016-05-24	2016-05-25	2016-05-26	2016-05-27	2016-05-28	2016-05-29	2016-05-30	2016-05-31	2016-06-01	2016-06-02	2016-06-03	2016-06-04	2016-06-05	2016-06-06	2016-06-07	2016-06-08	2016-06-09	2016-06-10	2016-06-11	2016-06-12	2016-06-13	2016-06-14
后菜鸟的灿烂时代	2498			1866	2156	1766												1836								
熊出没之夏日连连看	2494	3503	3293	2402	2683	2891	2880	3284	4516	4397	2858	3036	3208	3125	3347	4692	4827	3360	3612	4082	5859	5024	4040	2461	2260	1976
美剧	2492	4995	3500	2825	3693	3662	4431	5624	5577	5211	4375	3412	3285	4128	4288	5774	6631	5135	4794	4093	5645	5345	5827	3979	3350	3285
超神学院	2486	3991	3076		1961	1823	2134	2906	4056	3115	1920	1878	1785	1867	2477	3430	3163	2289	2352	2802	3269	3340	2917	2093	1766	2004
火线下的江湖大佬粤语版	2486			1880	2233	2324	2134	2351																		
泰剧电视剧大全	2485	3337	3248	2652																						
神盾局特工第一季	2482			1845	1845	1927	1933	2188			1598	1685	1609	1731												
谁的青春不迷茫电影	2478	3802				3600	3812	4413	5273	4483	1749	1745		1749	2214	3198	3008	2108	1961							
刘涛主演的电视剧	2476			1878																						
武林外传	2457		2803	2326	2144	2140	2437	2538	2794	2636	1986	2879	3581	3489	3816	4476	4610	3513	3734	3822	3989	4139	3834	3428	3076	3566
鸭王2电影完整国语	2456	3741	2998	1804	1739																					
一路向西完整片118分钟	2455	3446	3404	2787	3589	3599	3386	3684	4001	2765	1767	1714	1737	1790	1963	2507	2660	2161	2133							
爱	2450	4310	3553	2381	3090	2345		2111	2670		2005	1691	1763			2653	2377	1930	2308		3003	2854		2182		2136
大唐玄奘	2447	3108	2634																							
Running Man 2016	2446		3186	3372	2193	1835				2311	2475	1798	1595					2346							1845	
旋风少女	2446	4466	3623						2890	2420			1610		2125	3354	3426	2068	1975	2854	3837	4170	3649	2111	1882	1866
奔跑吧兄弟第3季	2436	33826	4498	2145					4837	2764						3068	2381	1951					3476			
进击的巨人	2427	3767	2981					2215	3091	2719			1601	1712	1988	2763	2893	2208	2190	2528	3150	2828	2344		1758	1942
吸血鬼日记第七季	2417	3084																								
动画片	2413	4440	4100	1835	2107	2192	2043	2755	4371	3489	1892	1891	2686	2256	3013	3481	4589	2097	2537	2883	4260	4759	4123	2257	1895	1822
鬼	2412	4214	4583	2143	2146	2486	2649	2876	5310	4361	3071	2707	2997	3390	3442	4540	4148	2525	2552	3112	5210	4530	4163	2970	2366	2779
明日传奇第一季	2412	3023																								
爱情公寓4	2410	3939	3458		1718			2591	4173	3553	1682	1845	2429	2217	2536	3729	3617	2358	2909	3454	5004	5089	4145	2785	2323	2467
战争片电视剧大全	2409			2101	1875	1896	1938	2139			1716	1625	1723						1884							
神话	2407	3331	2861	2098	2103	1952	2034	2653	3208	2982	1920	2029	1940	2114	2355	2992	3025	2453	2271	2537	2893	2891	3005	2421	2328	2127
whoAreYou学校2015	2397	3207	2782																							
废柴兄弟3	2394																									
欢乐颂全集	2390	3536	3028	1770																						
初代吸血鬼第三季	2389	3611	3774	2423	1736																					
双星之阴阳师	2387					2296	2399	2718	2708			1615	2804	2688	2745	2889	2628	1955	2244	4415	4676	2885	2620		1809	2018
tfphone	2385																									
洛杉矶捣蛋计划	2379																									
我亲爱的朋友们	2376	3616	3973	2768	2498	2315	2114			2536	1822	1798	1691	1654		2411	2804	1981		2489	2782	2739	2476			3079
吸血鬼日记第六季	2370																									3163
赌神	2369	3101	2976	2061	1968	1950	1921	2134	2837	2428	1848	1726	1717	1916	2513	2928	3211	2633	2819	2943	3186	2862	2781	2252	1721	1877
深情触摸	2366	3239					3401														3624			2634	2006	
钢刀	2365		2876	2262	2139	2160	1846																			
蜡笔小新	2361	3396	3485	2212	2229	2104	2249	2506	3424	3274	1983	2171	2386	2165	2378	3026	3318	2144	2190	2514	3165	3209	3079	2161	1980	1933
回来吧大叔全集	2352	4264	3775	3011	3160	3393	3027	2865	3153	2844	2040	2137	1951	2010	2181											
不二情书	2352																									
柯南	2350		3046	1835	1874	1990	2017	2331	3094	3198	1755	2154	2197	2725	2826	3215	4304	2754	2491	2757	3297	3192	2861	2443	2033	2016
龙珠超	2345	3513	4866	2526	1921	1877	1962	2589	3789	5328	2531	2220	2112	1815	2307	3312	5437	3183	2533	2813	3296	2928	2899	4281	3005	2583
刘恺威	2345													1792												
娜就这么说	2344	4061	5872	2286	1973	2291	1904	2104	3624	6761	2427	2530	1837	1793	1838	2582	4589	2667								
泰国电视剧	2333	3698	3271	2481	2330	2566	2613	3070	3848	3094	2615	3054	2610	3285	3658	4444	4610	4118	5284	5326	4751	5975	5698	4089	3912	4425
绿箭侠第四季	2325																									
爱情公寓	2323	3311	3750		1732	1825	2288	3048	4355	4312	1887	2179	2672	3281	4976	5574	5588	4643	5513	5651	7805	8042	5946	4193	3800	3904
猎神：冬日之战	2317	2967																								
刘亦菲	2315			1788	2582	2434	2147	2296	2850	2727	1534				1827			1836				2622			2474	3235
blood	2304	3568																								
泡泡糖	2302																									
一吻定情	2297	3208	3139																							
倾世皇妃电视剧	2294																									
爱丽丝梦游仙境	2291	3643	3184	2589	3460	4499	6200	14327	22457	20440	19395	20373	17708	15436	16672	17220	15295	10160	9407	10897	12943	11175	9022	7154	5468	5509
权利之眼	2290																									
蝙蝠侠大战超人	2285	3163	2847																							
混世高校	2280		5497	1848																						
超神学院之黑甲	2278	3329	2682			1690	1812	2619	3449	2724	1741	1750		1708	2370	2839	2643	1992		2355	3158	2807	2648	2057	1891	1814
小姐	2271	3580	5928	2274	2284	4168	3475	2402			1594	1583	1651	2554	2073	2357	4724	2231	3777	2917	3214	4281	2604	2071	2272	2190
灵魂摆渡	2270	3983	2894					2560	3738	2666				1644	2174	3101	3055	2112		2292	3507	3038	2529			
致我们终将到来的爱情	2269		2681																							
画江湖之不良人	2264						2238	2831	3331	2584	1604	1570	1597	2323	2452	2734	2572	1825		2624	4353	4382	3947	3208	2812	2682
喜剧电影大全	2263			1768	1768		2093	2397	2883	2336																
大话西游之大圣娶亲	2259	3483	2919	1910	2022	1867																				
类似爱情	2257	4158																								
闪电侠 第一季	2253							2611	2868	2601	1589		1632													
星动亚洲	2248	5960																								
三打白骨精电影完整版	2245	3333					1752	2563	3549	2657	2044	2738	2463	2215	2615	4146	3845	1992		2322	3141	2848	2330	1925		
成龙电影大全	2242	3322	3012	2850	2451	2428	2278	3211	3688	3195	2217	2636	2578	2272	2621	3222	3140	2174	2556	2659	3546	3163	3316	2753	2453	2466
鹿鼎记	2240		3168	2102	1924	1950	1968	2234	2743	2835	1873	2036	1986	2458	2128	2575	2630	2155	2133	2291	2555		2306	2074	2002	1926
猫和老鼠	2236	3370	3432	1834	1934	1908	1994	2513	3693	3811	2109	2120	2466	2268	2590	3297	3633	2404	2311	2314	3135	3529	3359		2017	1907
垫底辣妹	2233																		1870							
她很漂亮	2232																	2530	2805	5774	9563	11251	11953	16749	18617	14388
澳门风云2	2231	3164	2713												3522	3700	3366	2283	1996	2371	3050	2603				
金星秀2016	2229	3202																								
疯狂	2226		2836																							
青春迷城	2213																									
巴霍巴利王	2202																									
医馆笑传	2199																									
三妹	2188		3100	3155	3178	3577	3907	4943	5725	6548	7105	8325	9386	10935	10463	11520	11854	11936	14171	14498	14995	15550	15204	8366	5660	4664
父亲的身份全集	2180																									
亲爱的翻译官	2178	5202	9730	5693	18349	143050	161028	148973	165894	170374	171976	171172	169196	195982	222333	250933	236359	212481	209573	222770	225408	237103	245946	179476	151344	143263
九层妖塔	2177	3177	2881						2711	2312																
婚前试爱	2175	3328	2823													2338		1894	1926	2123						
守婚如玉	2170																									
微电影	2157	3523	2961	1825	1896	1725		2323	2931	2490		1624	1584	1898	2002	2462	2803	2035	2163	2284	2655	3110	2457	2252	2020	1863
这个杀手不太冷	2156						1769		2623	2422		1550	1715	1743	2344	2917	3049	2167	2205	2391	2530		2339			
林心如主演的电视剧	2156																									
再见布莱克先生	2153																									
流星花园	2152																									
TFBOYS	2151	3163																								
韩国电视剧大全	2151			1947	1821	2162	2114		2631	2608	2339	2564	1987	1669	2626			2058						2210	2736	1984
欲		8414	9657	6365	6915	6669	6645	6468	8112	7367	4816	4578	4959	5283	6085	8035	8455	6723	6836	6871	9827	9636	8640	8486	6980	6122
人间中毒		8364	3346																				4387	2428		
跑男		8011	4082	1815					7246	2690						3756							4348			
欲奴电影		8001	10209	2688																2931						
性奴		7668	9230	5883	6840	6575	4729	4376	5136	4501	3303	3372	3525	3559	4173	3727	4017	3246	3213	4717	6053	5707	5629	7431	5327	4620
卫子夫		7089	6267	3429	2889	2729	2679	2822	4409	4195	1805															
天天向上2016		6996																								
火星情报局2016		6778																								
美人鱼电影		6761																								
跑男第四季		6193	3011						4701	2592																
五十度灰电影		5146	4849	3363	3652	3696	4419	6137	6854	6016	3881	3868	3797	4039	4767	6536	7027	4740	4404	6295	8945	8915	6929	4391	2910	2856
蜜蜂少女队		4921	10353	2960	2015	1834			5578	16573	3957	2839	2190	1869	1882	2848	4417	2371								
欲望		4830	5238	3583	4655	3650	3140	3637	4407	4142	2847	2604	2875	2973	3606	4531	4861	3720	3620	4512	5889	6015	5163	5236	3725	3753
鬼片大全		4740	3645	2282	2472	1868		2359	3601	4095	2821	2124	2810	1795		3006	2468					2634	2329			
全员加速中		4712	2651					2153	4129	2373						2959							4995			
素媛		4278	4015																							
解忧公主		3978	5175	2968	2537	1766	2435	2174			1495															
哆啦a梦		3973	3920		1792	1881	1782	2803	4127	4339	1954	1781	2435	1780	2735	4477	4144	2188	2500	2720	3968	4341	3975	2079	1712	1838
奔跑吧！兄弟		3903																								
五十度灰		3881	3538	2491	2512	2817	3004	4169	5076	4269	2555	2495	2582	2699	3431	4706	4788	3394	3090	4054	5909	5620	4395	2744	1941	1987
奸臣韩国电影完整版		3870																								
女汉子真爱公式电影		3842	6367	2950	2513	2082	1885																			
年代秀		3813	2888						2942	2620						3235	2806						3592	3080	1698	1746
僵尸王爷		3777	3332						3213	2591						2901	2629				2927	2857	2287			
愤怒的小鸟大电影		3636																								
武神赵子龙电视剧		3623																								
搞笑电影		3574	2745						3918	2721	1567				2055	3248	3081	2151	2087	2463	3048	3556	2547			2100
美女		3517	2663						3564	2756			1566		2106	3351	3466	2133	2102	2390	3740	4297	3003	1922		
西游降魔篇		3446	2719					2234	3548	2513	1520	1681	1680		2018	3107	2861			2126	2765	2555	2309			
尸兄		3437							3241	2574						2623	2714				3007	2903	2448			
海绵宝宝		3407	3344						2791	2704			1607			2667	2517			2555	3524	3397	2836			
僵尸归来		3391	2943						2821	2385						2700	3644	2729	2833	2842	4012	3782	3559	2570	2940	2973
奔跑吧鹿店长		3380																								
火星救援		3367																					2364			
猪猪侠11 光明守卫者		3364																								
浪漫满屋		3364	2806																							
情迷睡美人		3350		2153	2064	1994	1942	2364		2301	2911	3217	2844	4465	4284	3648										
武神赵子龙未删减版		3345																								
火影忍者全集		3344																								
素媛电影		3302	3136																							
色		3238	2711				1969		3488	3116	1941	1786	1940	1960	2564	3398	3620	2522	2428	2472	3400	4104	3148	1977	2149	2886
那年青春我们正好下载全集		3234																								
美剧电视剧大全		3214	2957	2006																						
终极游侠电视剧		3202																								
周星驰电影大全		3159	3129	2115	2183	2116	1792	2135	2849	2419	1643	1874	1668	1713	2027	2601		1915	2197	2411		2714	2478	1934	1700	
美景之屋2		3095	2644			1721	1767		2681	2610														1969	1748	1990
夏有乔木 雅望天堂		3088						2246	3286							2489	2639	1994								
灰姑娘		3084						2234	4137	4047	1940	2043	1960	1980	2497	3445	3341	2376	2266	2832	3611	3126	2611	1970	1663	
动画电影		3032	2935					2096	3071	2930						2835	2909			2267	3109	3046				
郑凯		3027	2844																							
太阳的后裔电视剧		3016	3828	2208	1741			2113	3352	2745											2957					
金刚狼		2999	2672	1847	1757	1948	2418	3406	4397	4069	2560	2445	2493	2506	3500	5391	5932	4718	4660	4900	5216	4512	4020	3241	3111	3084
小黄人		2997																								
画皮		2989	3024																							
性爱之后		2989	2725	1831	1926	1976	1850	2637	3698	3326	2176	2241	2268	1882	1999	2559	2717	2099	2146	2193	2777	2880	2405	2098	1736	
另类爱情2		2975																								
我的世界		2969	2613						3352	2713			1668			3341	3130				3905	3657	3200			
致单身男女			5073	5631	5455	6073	6690	6819	6262	6334	5710	6089	6121	6393	7202	6811	4759	3666	2905	5380	5167	4826	4438	3863	3135	2803
花样姐姐			4659							2304																
一路向南			4428	2088																						
善良的男人			4346	2768	2253	2077	2163	2383	3417	3260	1825	1906	1891	2012	2618	2770	2669	1821		2199						
仙剑云之凡			3971	8631	59968	63088	45951	29723	33198	32020	25090	45495	58741	43016	40110	43451	40021	37734	69154	77516	62190	50644	45022	37845	40537	73143
x战警			3664	2980	2584	2566	2988	4092	5083	4900	3369	3302	3478	4262	8292	12866	14375	10907	11161	11661	13315	12753	11079	8934	7476	6963
成均馆绯闻			3592	1998																						
喜剧者联盟 2016			3579	3241	3241	2836				2682	1774	1579					2826	1883	2411	2194				2544	2134	
夜孔雀电影完整版			3475	2032	2813	2451																				
黑吃黑第四季			3300	3520	2579	2188	1818																			
狼少年			3277	1828					2888	2442																
魔兽			3272	2660	3516	4117	5488	6646	8938	14590	8173	8676	13187	12148	13656	17894	21104	17833	21286	48690	88857	106716	97705	103532	86017	80234
分歧者2:绝地反击			3248	2227	2104	3885	3435	3490	3794	3621	2017	2134	1616													
宋仲基主演的电视剧			3143	2140		1741																				
听见你的声音			3045	2307	1752	1957	1963	2160	2881	2749	2142	1660	1917	1687			2511	2211						1971	1927	2069
另类爱情			2976																							
非常完美2016			2967																							
黄渤电影大全			2945	2370	2231	1874	1942				1653	1714						1884	2080							
左手亲情右手爱			2843	2320	2666	2605	3554	5145	3281																	
古天乐			2727	2142	1959	2064	2079	2441		2635	2240	2139	1933	2159	2150		2646	2013	2206	2612	2617	2496	2456	2548	2148	2101
鬼片大全电影国语免费			2714	1925	2160	2099	2082	2447	3569	3186	2534	2234	2751	2222	2540	3042	2981	2419	2259	2817	3148	2762	3196	2392	2146	2412
阿凡达			2659	1794	1929	1840	1961	2845	4105	3199	1549	1937	2057	2041	2246	2881	2986	2258	2264	2782	3199	3073	2594	2232	1818	1834
欲罪			2655		2733	2232	1935						1572	1640	1950			1972	2169	2196	2844	2884	2748	4499	3763	3456
缘来幸福			2654																							
日本电影			2646		1735	2213	2693	2547	3117	2561	2186	2341	2563	2685	2418	2771	2953	2138	2260	3004	3251	3226	3014	2599	2168	2720
恐怖电影			2641			1738	1752				1873	1561	1845	2013	2424	2819	2435		2131			2966		1950		2116
宋小宝			2640	2194	2383	2088	2010										2467						2859	2398	2260	2301
洪金宝电影大全			2621	2320	1878	2291	2396	2823		2742	2579	2039	1929	1833	2119				1894	2165					1776	1995
欲奴第一季2集				10978	2363																					
欲奴弟一季				10600	2643																					
欲奴第二季				10347	4117																					
余罪				9702	32782	31793	82353	43750	32913	27942	22754	25967	29185	36118	37543	34781	36551	31745	36363	34554	33170	36936	58263	209584	124885	102349
极限挑战2				4895	1997																					
要结婚不要恋爱				4399	4436	3813	2767	3450																		
超人回来了				3326	4475	3214	2991	4723	4634	3235	2318	2548	2409	2384	2599	2685		1895	2052	2085						1843
锦绣未央				3234	2987	2107																				
彭德怀元帅				2758	3584	3264	4010	5017	5552	7316	6723	6362	6729	10151	8610	8806	10700	10186	10026	9853	11302	12363	12131	13215	12478	12107
性奴第一季				2706																	2584		2416	3609	2766	2424
动作片电影大全				2557	2239	2140	1810	2579	2758		1726	1811	1855	2232		2445	2587	2240	2155	2287	2886	2556	2290	2218	2032	2450
情事				2539	2752	2550	2469	2806			1474															
伦理片电影大全免费				2402	2187	2112	2364	2355	2882	2589	2303	2360	2358	2462	2432	2634	2920	2730	2249	2520	3063	3143	2859	2544	2349	2422
云之凡				2210	16139	10626	5709	3650	3379	3251	2590	4865	6139	3855	3220	3414	2984	3269	5995	6376	4447	3545	2789	2341	2805	5900
极限挑战第二季第二期				2140																						
黑客帝国				2100																						
情迷睡美人电视剧全集				2093	1876	1838	2044	2124			2005	2748	2568	3999	3797	3415										
仙剑奇侠传3				2053	3057	3064	2936	3247	4398	3564	2227	2443	2480	2518	2913	3464	3677	2409	2417	2986	3647	3592	3260	2698	3210	4603
热血高校				2047	2261	1825	1816	2139	2673			1591		2234	2303	2687	2769	2025	2190	2484	2605					
死亡笔记				2041		1920																				
亮剑				2033	1899	1918	1859	2242		2663	2111	2249	2215	2295	2493	2680	2673	2335	2559	2326			2297	2074	2032	2005
五十度灰电影完整版				2033	2008	2103	2431	3183	4021	3511	2312	2268	2128	2355	2782	3647	3717	2644	2428	3021	4534	4401	3471	2269		
甄子丹电影全集				2001	1788	1719	1908				1781	1789	1633	1776				2089						1930		1977
请回答1994				1979	1781	1978	2138	2121																		
三级片大全				1976	2038	1979	2065	2424	2741	2603	2216	2183	2140	2331	2388	2570	2704	2317	2289	2388	2777	2779				
绝地逃亡				1914								1898											3440			
陈小春				1895		1747	2134	2264		2348	2072	1883	1556	1678												
铁血娇娃				1880																						
X战警天启				1839											2101	2948	2872	2232	2078	2234	2987	2652	2470	2069	1777	
伏从				1833	1997	1958		3124	3569	3215	1926	2019	2095	2230	2554	3063	3283	2169	2024	3001	4344	4299	3076			
全民目击				1828																						
华胥引				1821																						
薛平贵与王宝钏				1818	2172																			2566		
战狼				1817	1720	1892	1851	2382	2685		1526				1853											
无心法师				1814	2120	2344	2426	2566	3430	3454	2061	2491	2085	2108	2548	2722	3876	2793	2574	2887	3373	3261	2514	2134	2153	2314
蜜桃成熟时				1813	2654	2613	2099	2432	3010	2330	1512	2264	2526	2509	3079	3968	3509	2238	2141							
我爱男保姆				1812		1738											2917	2173	2095							
科幻片电影大全				1810														1880			2839	2955		1999		
爱上就会死的女人奉顺				1802		2378	2858																			
最新电影大全2016免费				1783							1489	1587														
妇产科的女医生				1765			2095																			
笔仙大战贞子					8018	19791	13500	9721	13695	12008	13718	18220	14962	11969	14296	19851	15157	8925	7822	10558	16484	12433	9105	6148	4963	4645
又吴海英电视剧					4017	4214	2684					5793	5186					2162	5391							
余罪第一季					3977	2693	3195																	2153		
云之凡电视剧					2936	1911						1932	2401	1645					2631	2792						2540
奴欲					2744	2138																				
仙剑奇侠传五前传					2647	1723																				
仙剑云之凡电视剧					2315	4052	3025					2312	2878	2175	1964			1859	3555	3744	3234	2639	2270	1983	2120	3516
仙剑					2309	2019																				
翻译官电视剧					2266	5791	5480	4579	5134	4984	4732	4536	4447	5644	5499	5599	5142	4515	4527	4628	4563	4411	4522	3555	2899	2377
仙剑奇侠传					2241	2113	1751																			2070
霹雳mit					2156																					
邻家律师赵德浩					2154	1800																				
爱丽丝梦游仙境2					2076	2662	3339	12777	24497	21603	12433	12424	13400	11477	13843	14442	12502	8703	7933	9069	11208	10107	8369	7169	5100	5105
又，吴海英					2014	1901						1618	1571						1866							
独立日					1951	1749	1769															3251	2880	2153	1668	2482
分歧者:异类觉醒					1862	2814	2262	2250																		
调皮王妃					1815					2314	1482	1559	1813	1790	1997	2421	2559	2014	2136	2532	2735	2726	2696	2295	2065	2145
经典传奇					1812	1932	2005				1626	1729	1846	1836	2000			1814	1952						1852	1756
美国电影					1810		2058	2289	2637	2527		2065	1927	1935	3098	3144	2826	1953	1956	2178	2671	3002				1998
余罪电视剧					1802	2060	5972	5196	5365	4060	2794	3278	4465	5953	5966	5516	5796	4890	5711	5376	5290	5468	6168	15594	7366	5593
郑伊健					1782																					
权力的游戏					1769						1627	1556													1825	
欲望监禁					1758																					
仙剑奇侠传5					1732																					
夫妻					1730	1740	1909				2105	2903	3439	3503	2491											
舒淇					1726																					
仙剑奇侠传4					1703																					
真实魔鬼游戏					1691				3502																	
欲奴弟一季第一集						14710																				
余罪第1季						13789	44005	26279	23130	20411	16040	18731	20809	25895	26864	26361	27508	23883	26517	25859	26580	28641	34967	115973	81705	74561
欲奴第一记						13038																				
杀戮指令						3198	3810						2026													
一拳超人						2800	2345																			
笔仙大战贞子电影						2391																				
大发张根硕						2175																				
释小龙						2102	1751																			
薛之谦						2053			2669	2467	1762	2306	2264	2031	2012	2551	2544	2033	1900		2524	2576	3076	2742	1987	2408
爆笑先森						2042																				
韩国电影爱情片大全免费						1999	2128	2625				2041						1970	1885	3695	3882	4670	3434	3086	2710	2288
乾隆秘史						1890	2018	2514																		
港剧						1827					2010	2289	2048	2292	2485	2941	3011	2900	2634					1986		1741
金瓶梅电影三级片						1824																				
笔仙						1821		2484	3501	2962	1814	1926	1994		1824	2465										
水浒传						1816		2178			1770	1816	1949	1862	2214	2476	2488	2271	2403	2461				2115	1963	2207
潜伏						1808	1923				1841	1865	1792	1709												
黄轩						1736	2493	3982	4768	4986	3713	4562	3918	3916	4702	5211	4942	3959	3322	3229	3282	3387	2915	2381	2019	1972
包青天						1726					1563	1785	2082	2323	2218		2553	2138	2160	2655	2864	2657	2680	2374	2181	2495
林正英电影全集						1725	1973				1559															
情事不要结婚要恋						1698																				
青岛往事						1690	2058	2713			1699	2071	1810													
亲爱的翻译官未删减版							14555	30086	30386	35221	37356	40598	43287	56816	62062	53676	43242	37048	37558	36578	36373	35792	34141	36277	42966	42162
欲奴第一记全集							11221																			
欲奴第三集							10582	9814	7075	4051	2055	1791														
欲奴第一李							7253																			
好运罗曼史							4444	3205				3741	3792	4175	4049	2670	2407		4395	6095	12120	15319	6205	3634	3637	5312
花样女鬼							3772	15620	4205						1997											
张一山							3678						2326	2187	1868									3126	3560	3789
伏从欲奴							3422																			
宫							3173	3101	2974	3038	3340	2746	3485	3730	3401	3677	3642	2726	3399	4325	3193	3206	2986	2448	3236	2958
王牌贱谍：格林斯比							2814	4193	5290	7620	10924	10934	17937	17825	11388	8926	9615	7806	6743	4805	4438	4329	4627	4593	4108	4535
恐龙							2427	2704	4607	4209	1985	1652	1864			2586	2704				2524					
宝莱坞机器人之恋							2368																			
亲爱的翻译官电视剧全集							2268	2244			1602	1820	1715	2635	2542	2770	2543	2163	2218	2100				2181	2061	1848
色即是空							2221	2521	2622	2308	1698	2045	1880	1784	2338	2357										
余罪第二季							2206	2350			1678	1941	2403	2799	2994	2838	2997	2839	2961	3012	3249	3937	23642	153312	59545	33110
咱们结婚吧							2170																			
余震							2142																	3632	2890	2692
新白娘子传奇							2095	2726	2669	2544	1900	1942	2086	2164	2324	2425	2439	2104	2151	2205		2487	2552	2545	2013	2013
菜鸟阎王							2045																			
贞子							2021	3167	4273	3693	1976	1896	1745													
白太阳							2010																			
废柴兄弟							1998					1738		1745												
画江湖							1949							2045												
金刚狼2							1851	3029	4310	3970	2631	2864	2779	2817	3986	5790	6398	4114	4700	5165	5756	5196	4787	3457	3205	3321
玉海棠电视剧全集							1770				1797	1965	2032	1837												
吸血鬼侦探9							1770																			
活色生香							1757	2247																		
欲奴第一季全集								8274	12820	16088	13308	13565	14206	14073	14539	3901										
欲奴第一季第三集								6343	4822	3257	2320	1837	1752	1890	3266	9062					2518	2853	2736	3446	1860	
欲奴第一集								5529	3322						2026	5389										
乒乓侠								4783	4346	3767																
欲奴全集								4688	6379	5746	3163	5234	5244	5341	8310	19174	4089									
戏子第1集								3546	3527	2566		2732	4483	6131	4451	2717	2442	1900	3269	2965	3392	7873	7073	3047		
欲奴1								2854																2301	1941	1861
恶棍天使电影								2848	4028	3522					1839	2729	2390									
全员加速中2之全员大J谍								2835	3683																	
金刚								2691	3644	3078	2267	2331	2011	2430	2690	3591	3299	2496	3187	2717	3567	3408	3053	2517	2011	2105
奇妙的时光之旅电视剧								2575	2882				1654	1999												
四大名助第2季								2538																		
X战警2								2469	3223	3263	2193	2197	2366	2632	4264	7341	9031	6877	6353	6678	7715	7324	6357	5200	4515	4311
火线传奇								2381	2619																	
借脸								2322	2827	2291	1577	1847			1927											
山炮进城								2280	2972	2379	1484		1617		1928	2367	2448			2092	2554	2514				
睡在我上铺的兄弟电影完整版								2267	2891	2537	1499		1570	1765	3090	3266	2531									
死神来了1								2258			1462	1656	1673													3116
性爱狂想曲								2231	2960	2427	1639	1790	1757													
神雕侠侣								2213	2883	2602	1719	1703	1814	1817	1933	2714	2542	1956	2075	2303	2975	2747	2531		2005	
刺陵								2211																		
花样女鬼的电影								2202																		
av女优做爱								2178	2880	2664																
速度与激情1								2177	3006		1595	1618	1622		1892	2491	2408	2070	2203	2374	2588	2521			1771	
爱丽丝								2176	3711	3370	2962	3091	2839	2529	2612	2687	2453									
爱的色放								2171	2995							2336			2035			2518			1728	
性爱大师								2168	3328	2721		1647	1879	1879	2090	2991	3192	2448	2230	2276	3027	2931	2404	1930		
印度电影大全								2132				1621														
吸血鬼侦探1								2113							2189			2011								
谁的青春不热血								2109	2719	2511																
欲奴第二季全集									5226	5577	3722	5036	6227													
龙门劫案									4279	7015	4289	4146	2795	2062												
跨界歌王									3688	6870														2434		
秘密									3281							2396				2498						
鬼片									3053	2460	1467	1618	1910	1735	1854	2656	2596				3141	2822	2397			
憨豆先生									3001	2656			1557		1885	3065	2932	1819	1860	2203	3612	3968	3744	2051		
搞笑									2984	2349						2606	2554			2162	2629	2731				
全员加速中第一季									2917	2485						2562	2634					2486				
神奇宝贝									2882							2449	2402					2528				
偷窥狂魔									2853																	
爱丽丝梦游仙境2镜中奇遇记									2842																	
奥特曼大全									2821							2564					2531	2914	2281			
加勒比海盗									2734	2569	1571	1651		1655				1825								
刀剑神域Ⅱ									2702	2398																
邓超主演的电影									2693																	
铠甲勇士									2669							2621					2807	2753				
西游记之锁妖封魔塔									2660							2768	2389									
爱丽丝梦游仙境1									2618	2862	3022	4520	4076	3689	3712	3556	3150	2225	2006	2403	2874	2616				
跨界歌王 2016										6113	2718	1962				2358	6796	3137	2381				3385	8816	4419	3140
好先生										4853	3834	17028	41422	18383	24799	50143	49676	49646	61041	53477	50103	51472	69994	83102	99446	94427
背着奶奶进城										4812	3512	3337	4540	4839	5244	6085	8705	4996	4059	4007	4065	3094	2343			
三八线										3772	6394	8246	9409	12143	13964	14595	15947	15598	18857	16734	17431	18289	18963	19639	20846	20897
天使的微笑										2985	1611	1728	2455	2496	2570	2747	2395									
一路上有你										2917																
怦然心动电影										2839																
生活有点甜										2690	3196	3822	4307	5290	5486	6006	7171	7451	8161	6832	4009	3159	2888	2491	2068	1950
伦敦陷落 英语版										2624	1799															
秘密爱										2585																
再见美人鱼										2553			2725	3329	4399	5661	5416	3373	3144	3752	4298	3665	3054	2955	2080	2018
美女总裁的贴身高手										2486	2456	1772														
X战警：逆转未来										2351				1699	3025	5126	5917	4477	4408	4612	5444	5460	4519	3748	2840	2844
恐怖电影大全										2321	1697		2017	1864		2438	2579		2151				2502	2010	1760	
爱情公寓番外篇										2305					3293	3108	3017	3105	4376	3745	5261	4681	3554	2772	2123	2189
不能说的夏天											2712															
爱情来的时候											2343	2200														
王牌贱谍											2022	2130	3136	3577	2929			1828								
总裁的贴身高手											2007															
欲奴第四集											1858	3099	4506	5272												
亲情暖我心											1761	1872	2091	2675	2635	2731	2993	3095	3411							
忍者神龟2：破影而出											1718	1548	1845						2755	2528	2780	2501			1879	2130
沙漠之花											1701															
杰森斯坦森全部电影											1680															
金瓶梅电影完整版											1673	2052	1674	1970	1901		2451	2168	2151	2642	3272	3400	3175	2844	2689	2591
女总裁的贴身高手全集											1671								1859		2543			1969	1960	
张卫健											1633															
张家辉											1564															
007											1560															
冠军宝贝之无价之宝											1555															
成龙电影大全国语版											1552	1675	1639		1944				1943						1672	1818
我是特种兵											1526															
血钻											1524															
首席的夜妻											1520															
林正英僵尸电影大全											1517															
从零开始的异世界生活											1513							2057							2197	
上海滩											1492															
2016											1486															
西西里的美丽传说											1461		1608	2324	2922	2832										
